date,year,meeting_id,statement_url,minutes_url
2021-01-27,2021,2021-01-27,https://www.federalreserve.gov/newsevents/pressreleases/monetary20210127a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20210127.htm
2021-03-17,2021,2021-03-17,https://www.federalreserve.gov/newsevents/pressreleases/monetary20210317a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20210317.htm
2021-04-28,2021,2021-04-28,https://www.federalreserve.gov/newsevents/pressreleases/monetary20210428a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20210428.htm
2021-06-16,2021,2021-06-16,https://www.federalreserve.gov/newsevents/pressreleases/monetary20210616a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20210616.htm
2021-07-28,2021,2021-07-28,https://www.federalreserve.gov/newsevents/pressreleases/monetary20210728a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20210728.htm
2021-09-22,2021,2021-09-22,https://www.federalreserve.gov/newsevents/pressreleases/monetary20210922a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20210922.htm
2021-11-03,2021,2021-11-03,https://www.federalreserve.gov/newsevents/pressreleases/monetary20211103a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20211103.htm
2021-12-15,2021,2021-12-15,https://www.federalreserve.gov/newsevents/pressreleases/monetary20211215a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20211215.htm
2022-01-26,2022,2022-01-26,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220126a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20220126.htm
2022-03-16,2022,2022-03-16,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220316a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20220316.htm
2022-05-04,2022,2022-05-04,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220504a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20220504.htm
2022-06-15,2022,2022-06-15,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220615a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20220615.htm
2022-07-27,2022,2022-07-27,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220727a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20220727.htm
2022-09-21,2022,2022-09-21,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220921a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20220921.htm
2022-11-02,2022,2022-11-02,https://www.federalreserve.gov/newsevents/pressreleases/monetary20221102a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20221102.htm
2022-12-14,2022,2022-12-14,https://www.federalreserve.gov/newsevents/pressreleases/monetary20221214a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20221214.htm
2023-02-01,2023,2023-02-01,https://www.federalreserve.gov/newsevents/pressreleases/monetary20230201a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20230201.htm
2023-03-22,2023,2023-03-22,https://www.federalreserve.gov/newsevents/pressreleases/monetary20230322a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20230322.htm
2023-05-03,2023,2023-05-03,https://www.federalreserve.gov/newsevents/pressreleases/monetary20230503a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20230503.htm
2023-06-14,2023,2023-06-14,https://www.federalreserve.gov/newsevents/pressreleases/monetary20230614a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20230614.htm
2023-07-26,2023,2023-07-26,https://www.federalreserve.gov/newsevents/pressreleases/monetary20230726a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20230726.htm
2023-09-20,2023,2023-09-20,https://www.federalreserve.gov/newsevents/pressreleases/monetary20230920a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20230920.htm
2023-11-01,2023,2023-11-01,https://www.federalreserve.gov/newsevents/pressreleases/monetary20231101a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20231101.htm
2023-12-13,2023,2023-12-13,https://www.federalreserve.gov/newsevents/pressreleases/monetary20231213a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20231213.htm
2024-01-31,2024,2024-01-31,https://www.federalreserve.gov/newsevents/pressreleases/monetary20240131a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20240131.htm
2024-03-20,2024,2024-03-20,https://www.federalreserve.gov/newsevents/pressreleases/monetary20240320a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20240320.htm
2024-05-01,2024,2024-05-01,https://www.federalreserve.gov/newsevents/pressreleases/monetary20240501a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20240501.htm
2024-06-12,2024,2024-06-12,https://www.federalreserve.gov/newsevents/pressreleases/monetary20240612a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20240612.htm
2024-07-31,2024,2024-07-31,https://www.federalreserve.gov/newsevents/pressreleases/monetary20240731a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20240731.htm
2024-09-18,2024,2024-09-18,https://www.federalreserve.gov/newsevents/pressreleases/monetary20240918a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20240918.htm
2024-11-07,2024,2024-11-07,https://www.federalreserve.gov/newsevents/pressreleases/monetary20241107a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20241107.htm
2024-12-18,2024,2024-12-18,https://www.federalreserve.gov/newsevents/pressreleases/monetary20241218a.htm,https://www.federalreserve.gov/monetarypolicy/fomcminutes20241218.htm
